,,LR,GBT,DClf,csAVG,csGEO,csMIN
roc_auc,69,0.94788,0.97122,0.50353,0.73305,0.73774,0.64743
roc_auc,70,0.93111,0.96967,0.51118,0.71888,0.7238,0.63177
roc_auc,71,0.96442,0.97747,0.49769,0.74939,0.75315,0.6801
roc_auc,72,0.95166,0.96411,0.49332,0.70027,0.70416,0.63391
roc_auc,73,0.93984,0.97244,0.49179,0.75597,0.7602,0.68861
roc_auc,74,0.93937,0.96571,0.4909,0.74787,0.75356,0.63235
roc_auc,75,0.93469,0.97565,0.49601,0.73941,0.74257,0.66876
roc_auc,76,0.94589,0.97293,0.49498,0.70243,0.70736,0.61997
roc_auc,77,0.92248,0.95861,0.50864,0.73905,0.74308,0.65867
roc_auc,78,0.95121,0.97313,0.49984,0.73028,0.7343,0.65473
roc_auc,79,0.95171,0.9702,0.51273,0.77304,0.77708,0.69073
roc_auc,80,0.95003,0.97779,0.49664,0.77741,0.78051,0.70144
roc_auc,81,0.95036,0.97559,0.50091,0.72497,0.73025,0.63529
roc_auc,82,0.93016,0.96925,0.51193,0.71864,0.72235,0.64203
roc_auc,83,0.94548,0.96038,0.50569,0.72283,0.72769,0.64539
roc_auc,84,0.95332,0.97457,0.51225,0.73397,0.73879,0.64886
roc_auc,85,0.95463,0.97933,0.48849,0.75016,0.75489,0.65352
roc_auc,86,0.92837,0.96468,0.50971,0.73465,0.73757,0.66532
roc_auc,87,0.94005,0.96711,0.50864,0.72526,0.72928,0.65741
roc_auc,88,0.92169,0.96214,0.50532,0.71878,0.72333,0.63592
roc_auc,89,0.9635,0.98486,0.49058,0.74555,0.74895,0.67299
roc_auc,90,0.94867,0.97235,0.49507,0.75452,0.75887,0.67015
roc_auc,91,0.94307,0.95856,0.51266,0.72466,0.72957,0.64651
roc_auc,92,0.94309,0.97278,0.50232,0.76283,0.76662,0.6736
roc_auc,93,0.93939,0.96165,0.5167,0.70009,0.70359,0.63702
roc_auc,94,0.93589,0.97117,0.48755,0.73072,0.73555,0.65269
roc_auc,95,0.94885,0.96477,0.51018,0.74954,0.75437,0.661
roc_auc,96,0.94751,0.9667,0.50057,0.72791,0.73196,0.65163
roc_auc,97,0.94324,0.97437,0.48735,0.75662,0.76015,0.68216
roc_auc,98,0.95079,0.97642,0.48466,0.71009,0.71448,0.62778
roc_auc,99,0.9323,0.96222,0.48809,0.74826,0.75324,0.6639
roc_auc,100,0.94126,0.97308,0.49144,0.7229,0.72733,0.63188
roc_auc,101,0.95133,0.96858,0.5073,0.7026,0.70747,0.6113
roc_auc,102,0.94396,0.97531,0.50743,0.75989,0.76321,0.7003
roc_auc,103,0.93691,0.96532,0.48916,0.75811,0.76213,0.68148
roc_auc,104,0.9453,0.97545,0.50245,0.72997,0.73434,0.64103
roc_auc,105,0.93453,0.96849,0.49575,0.72935,0.7339,0.64741
roc_auc,106,0.95029,0.96694,0.50454,0.7538,0.75827,0.67692
roc_auc,107,0.94481,0.96767,0.50071,0.73039,0.73406,0.66001
roc_auc,108,0.93002,0.96826,0.50532,0.7201,0.72417,0.64447
roc_auc,109,0.93715,0.96441,0.50998,0.74588,0.75039,0.6462
roc_auc,110,0.94538,0.97603,0.52717,0.71589,0.71919,0.66032
roc_auc,111,0.96368,0.97914,0.49748,0.7612,0.76614,0.67375
roc_auc,112,0.93789,0.96396,0.51485,0.74089,0.7449,0.64938
roc_auc,113,0.94523,0.97411,0.49004,0.71953,0.72368,0.64588
roc_auc,114,0.93926,0.96474,0.50561,0.75845,0.76179,0.70243
roc_auc,115,0.95688,0.98001,0.49809,0.72514,0.73023,0.62753
roc_auc,116,0.9439,0.9767,0.50872,0.75429,0.75732,0.69308
roc_auc,117,0.95249,0.97179,0.50703,0.72329,0.72831,0.63591
roc_auc,118,0.94161,0.96263,0.49964,0.72938,0.73303,0.65756
roc_auc,119,0.93954,0.97304,0.5077,0.73642,0.7417,0.63837
